CFACTOR	P	t	THETA	t/3600	PBLH	TEMP	O1D	OH	HO2	O3	NO	NO2	eNOx	TUV_J(6,THETA)	emis_NO	emis_NO*molps_to_molpcm2ps/PBLH/100/CFACTOR*3600
2.41958786e+10	9.96000000e+04	5.37178777e+04	4.13054799e+01	1.49216327e+01	1.50000000e+03	3.02067396e+02	1.60890346e-12	1.52191149e-04	1.67764955e-02	4.53730271e+01	1.62458644e-01	5.30460402e-01	1.79821146e+00	8.77931891e-03	1.97800835e-01	8.20514733e-02
2.41958786e+10	9.96000000e+04	5.40039219e+04	4.21970963e+01	1.50010894e+01	1.50000000e+03	3.01998420e+02	1.55914281e-12	1.47998523e-04	1.66910176e-02	4.56024255e+01	1.59868462e-01	5.29221544e-01	1.80568293e+00	8.68801736e-03	1.98599228e-01	8.23826614e-02
2.41958786e+10	9.96000000e+04	5.43044026e+04	4.31371660e+01	1.50845563e+01	1.50000000e+03	3.01877393e+02	1.51372462e-12	1.44115961e-04	1.66171075e-02	4.58266357e+01	1.57449864e-01	5.28023020e-01	1.81318476e+00	8.59175419e-03	1.98685628e-01	8.24185017e-02
2.41958786e+10	9.96000000e+04	5.46089744e+04	4.40932680e+01	1.51691596e+01	1.50000000e+03	3.01754719e+02	1.46443362e-12	1.40105462e-04	1.65048451e-02	4.60453127e+01	1.55149776e-01	5.26754890e-01	1.82069024e+00	8.49384931e-03	1.98773204e-01	8.24548300e-02
2.41958786e+10	9.96000000e+04	5.49254339e+04	4.50897466e+01	1.52570650e+01	1.50000000e+03	3.01627256e+02	1.41352746e-12	1.36146576e-04	1.63859771e-02	4.62582894e+01	1.52881205e-01	5.25538629e-01	1.82819942e+00	8.38884226e-03	1.98864198e-01	8.24925761e-02
2.41958786e+10	9.96000000e+04	5.52163011e+04	4.60080657e+01	1.53378614e+01	1.50000000e+03	3.01510101e+02	1.35964049e-12	1.32132579e-04	1.62533150e-02	4.64653256e+01	1.50583814e-01	5.24443570e-01	1.83571245e+00	8.26444066e-03	1.98947834e-01	8.25272698e-02
2.41958786e+10	9.96000000e+04	5.55279746e+04	4.69943287e+01	1.54244374e+01	1.50000000e+03	3.01384566e+02	1.31079824e-12	1.27975939e-04	1.61164282e-02	4.66658307e+01	1.48057052e-01	5.23718864e-01	1.84322901e+00	8.13083493e-03	1.99037452e-01	8.25644451e-02
2.41958786e+10	9.96000000e+04	5.58044005e+04	4.78707523e+01	1.55012223e+01	1.50000000e+03	3.01273228e+02	1.25730727e-12	1.23714198e-04	1.59583758e-02	4.68597075e+01	1.45495021e-01	5.23169085e-01	1.85074937e+00	8.01210876e-03	1.99116935e-01	8.25974162e-02
2.41958786e+10	9.96000000e+04	5.61219436e+04	4.88792265e+01	1.55894288e+01	1.50000000e+03	3.01145328e+02	1.20982719e-12	1.19872525e-04	1.58238534e-02	4.70478211e+01	1.43137729e-01	5.22570795e-01	1.85827309e+00	7.87549414e-03	1.99208241e-01	8.26352916e-02
2.41958786e+10	9.96000000e+04	5.64091134e+04	4.97925496e+01	1.56691982e+01	1.50000000e+03	3.01029663e+02	1.15388524e-12	1.15741229e-04	1.56516622e-02	4.72293532e+01	1.40653235e-01	5.22239825e-01	1.86580067e+00	7.75176932e-03	1.99290814e-01	8.26695442e-02
2.41958786e+10	9.96000000e+04	5.67032072e+04	5.07289538e+01	1.57508909e+01	1.50000000e+03	3.00911208e+02	1.10314293e-12	1.11973100e-04	1.54988547e-02	4.74050879e+01	1.38353603e-01	5.21885544e-01	1.87333174e+00	7.62491778e-03	1.99375377e-01	8.27046227e-02
2.41958786e+10	9.96000000e+04	5.70178507e+04	5.17317320e+01	1.58382918e+01	1.50000000e+03	3.00784477e+02	1.05052531e-12	1.08230265e-04	1.53360600e-02	4.75749218e+01	1.36071967e-01	5.21664255e-01	1.88086638e+00	7.48907479e-03	1.99465849e-01	8.27421523e-02
2.41958786e+10	9.96000000e+04	5.73171942e+04	5.26864271e+01	1.59214428e+01	1.50000000e+03	3.00663908e+02	9.93416293e-13	1.04387385e-04	1.51506510e-02	4.77385248e+01	1.33748215e-01	5.21639025e-01	1.88840485e+00	7.35276065e-03	1.99551922e-01	8.27778569e-02
2.41958786e+10	9.96000000e+04	5.76156434e+04	5.36387170e+01	1.60043454e+01	1.50000000e+03	3.00541222e+02	9.40245159e-13	1.00680473e-04	1.49704588e-02	4.78960596e+01	1.31445483e-01	5.21761135e-01	1.89594697e+00	7.18807794e-03	1.99589066e-01	8.27932649e-02
2.41958786e+10	9.96000000e+04	5.79030647e+04	5.45560555e+01	1.60841846e+01	1.50000000e+03	3.00379947e+02	8.92898221e-13	9.67343587e-05	1.47760696e-02	4.80465836e+01	1.28801618e-01	5.22399101e-01	1.90349084e+00	7.02943950e-03	1.98777445e-01	8.24565894e-02
2.41958786e+10	9.96000000e+04	5.82169336e+04	5.55578662e+01	1.61713704e+01	1.50000000e+03	3.00203832e+02	8.46864266e-13	9.29323423e-05	1.45663438e-02	4.81906935e+01	1.26337846e-01	5.22913247e-01	1.91100386e+00	6.85619300e-03	1.97891141e-01	8.20889340e-02
2.41958786e+10	9.96000000e+04	5.85165999e+04	5.65142135e+01	1.62546111e+01	1.50000000e+03	3.00035686e+02	7.96001154e-13	8.89591051e-05	1.43251560e-02	4.83276336e+01	1.23735126e-01	5.23638914e-01	1.91848320e+00	6.69080863e-03	1.97044943e-01	8.17379150e-02
2.41958786e+10	9.96000000e+04	5.88017072e+04	5.74238112e+01	1.63338076e+01	1.50000000e+03	2.99875709e+02	7.47235037e-13	8.52183231e-05	1.40920981e-02	4.84579122e+01	1.21239209e-01	5.24358211e-01	1.92593038e+00	6.53350883e-03	1.96239856e-01	8.14039500e-02
2.41958786e+10	9.96000000e+04	5.91153284e+04	5.84238729e+01	1.64209246e+01	1.50000000e+03	2.99699732e+02	7.00670646e-13	8.17112767e-05	1.38689610e-02	4.85819411e+01	1.18852682e-01	5.25074492e-01	1.93334695e+00	6.36056480e-03	1.95354251e-01	8.10365848e-02
2.41958786e+10	9.96000000e+04	5.94009080e+04	5.93338966e+01	1.65002522e+01	1.50000000e+03	2.99539491e+02	6.49012100e-13	7.80205465e-05	1.36114297e-02	4.86990561e+01	1.16307825e-01	5.26050009e-01	1.94072987e+00	6.20319132e-03	1.94547831e-01	8.07020665e-02
2.41958786e+10	9.96000000e+04	5.97179545e+04	6.03433195e+01	1.65883207e+01	1.50000000e+03	2.99361592e+02	6.01908920e-13	7.46767324e-05	1.33758040e-02	4.88101113e+01	1.13961401e-01	5.26954687e-01	1.94808213e+00	6.01494141e-03	1.93652554e-01	8.03306890e-02
2.41958786e+10	9.96000000e+04	6.00240127e+04	6.13167123e+01	1.66733369e+01	1.50000000e+03	2.99189860e+02	5.53934554e-13	7.10289311e-05	1.31059023e-02	4.89138531e+01	1.11220246e-01	5.28370810e-01	1.95540037e+00	5.80780348e-03	1.92788306e-01	7.99721828e-02
2.41958786e+10	9.96000000e+04	6.03087143e+04	6.22211095e+01	1.67524206e+01	1.50000000e+03	2.99030110e+02	5.16256109e-13	6.73867840e-05	1.28470849e-02	4.90100427e+01	1.08173297e-01	5.30233856e-01	1.96268576e+00	5.61534780e-03	1.91984365e-01	7.96386931e-02
2.41958786e+10	9.96000000e+04	6.06001034e+04	6.31455365e+01	1.68333621e+01	1.50000000e+03	2.98866609e+02	4.81167502e-13	6.40472072e-05	1.26047684e-02	4.90997110e+01	1.05314247e-01	5.32054496e-01	1.96994059e+00	5.41862978e-03	1.91161540e-01	7.92973698e-02
2.41958786e+10	9.96000000e+04	6.09132729e+04	6.41375310e+01	1.69203536e+01	1.50000000e+03	2.98690886e+02	4.45139423e-13	6.07289919e-05	1.23498503e-02	4.91826540e+01	1.02400602e-01	5.34070592e-01	1.97716415e+00	5.20753341e-03	1.90277211e-01	7.89305337e-02
2.41958786e+10	9.96000000e+04	6.12167540e+04	6.50971633e+01	1.70046539e+01	1.50000000e+03	2.98517900e+02	4.06289367e-13	5.72855673e-05	1.20640456e-02	4.92583693e+01	9.92948167e-02	5.36429202e-01	1.98435409e+00	5.00332371e-03	1.89362391e-01	7.85510496e-02
2.41958786e+10	9.96000000e+04	6.15221424e+04	6.60610034e+01	1.70894840e+01	1.50000000e+03	2.98297342e+02	3.68613073e-13	5.40122757e-05	1.17782272e-02	4.93273328e+01	9.62784695e-02	5.38859156e-01	1.99150926e+00	4.79821859e-03	1.87445584e-01	7.77559220e-02
2.41958786e+10	9.96000000e+04	6.18111773e+04	6.69714015e+01	1.71697715e+01	1.50000000e+03	2.98088594e+02	3.30606266e-13	5.07751696e-05	1.14654650e-02	4.93895036e+01	9.32969045e-02	5.41310700e-01	1.99859137e+00	4.60448592e-03	1.85631421e-01	7.70033736e-02
2.41958786e+10	9.96000000e+04	6.21114759e+04	6.79152483e+01	1.72531877e+01	1.50000000e+03	2.97871712e+02	2.94669646e-13	4.77699412e-05	1.11625653e-02	4.94453383e+01	9.04439353e-02	5.43726764e-01	2.00560434e+00	4.39128865e-03	1.83746560e-01	7.62214982e-02
2.41958786e+10	9.96000000e+04	6.24178939e+04	6.88760428e+01	1.73383039e+01	1.50000000e+03	2.97650410e+02	2.64071774e-13	4.47437326e-05	1.08628454e-02	4.94941433e+01	8.72287191e-02	5.46580316e-01	2.01254548e+00	4.15826395e-03	1.81823290e-01	7.54236898e-02
2.41958786e+10	9.96000000e+04	6.27177085e+04	6.98137446e+01	1.74215857e+01	1.50000000e+03	2.97433877e+02	2.41593485e-13	4.17439291e-05	1.05808888e-02	4.95356594e+01	8.36051710e-02	5.49906844e-01	2.01941331e+00	3.93083999e-03	1.79941467e-01	7.46430745e-02
2.41958786e+10	9.96000000e+04	6.30156221e+04	7.07430131e+01	1.75043395e+01	1.50000000e+03	2.97218717e+02	2.19636616e-13	3.88916017e-05	1.03010077e-02	4.95705683e+01	8.00017745e-02	5.53291222e-01	2.02620943e+00	3.70546137e-03	1.78071576e-01	7.38674089e-02
2.41958786e+10	9.96000000e+04	6.33083780e+04	7.16536351e+01	1.75856606e+01	1.50000000e+03	2.97007283e+02	1.97863588e-13	3.61374467e-05	1.00163666e-02	4.95989867e+01	7.63659731e-02	5.56793895e-01	2.03293428e+00	3.48460517e-03	1.76234058e-01	7.31051720e-02
2.41958786e+10	9.96000000e+04	6.36037748e+04	7.25697573e+01	1.76677152e+01	1.50000000e+03	2.96793940e+02	1.76523397e-13	3.35037603e-05	9.72924650e-03	4.96211607e+01	7.27364435e-02	5.60385852e-01	2.03958910e+00	3.26241499e-03	1.74379964e-01	7.23360593e-02
2.41958786e+10	9.96000000e+04	6.39104364e+04	7.35177758e+01	1.77528990e+01	1.50000000e+03	2.96572463e+02	1.55055574e-13	3.09256725e-05	9.43092277e-03	4.96370681e+01	6.90147664e-02	5.64171569e-01	2.04617325e+00	3.03248887e-03	1.72455165e-01	7.15376168e-02
2.41958786e+10	9.96000000e+04	6.42145740e+04	7.44547741e+01	1.78373817e+01	1.50000000e+03	2.96352808e+02	1.32849991e-13	2.83359093e-05	9.11010728e-03	4.96464960e+01	6.50837707e-02	5.68277250e-01	2.05268405e+00	2.80523555e-03	1.70546208e-01	7.07457458e-02
2.41958786e+10	9.96000000e+04	6.45161207e+04	7.53804669e+01	1.79211446e+01	1.50000000e+03	2.96135024e+02	1.10923858e-13	2.58411126e-05	8.77899365e-03	4.96497397e+01	6.11116190e-02	5.72548032e-01	2.05912210e+00	2.58914518e-03	1.68653513e-01	6.99606209e-02
2.41958786e+10	9.96000000e+04	6.48109153e+04	7.62820804e+01	1.80030320e+01	1.50000000e+03	2.95920358e+02	9.43733974e-14	2.36081045e-05	8.48419243e-03	4.96473817e+01	5.72294771e-02	5.76813044e-01	2.06548801e+00	2.39042955e-03	1.66802693e-01	6.91928662e-02
2.41958786e+10	9.96000000e+04	6.51036284e+04	7.71738988e+01	1.80843412e+01	1.50000000e+03	2.95661795e+02	8.53624045e-14	2.17245528e-05	8.25795592e-03	4.96402301e+01	5.35468985e-02	5.80896267e-01	2.07178340e+00	2.19387276e-03	1.64951887e-01	6.84251174e-02
2.41958786e+10	9.96000000e+04	6.54022006e+04	7.80798932e+01	1.81672780e+01	1.50000000e+03	2.95398056e+02	7.64454319e-14	1.99193800e-05	8.02807419e-03	4.96283252e+01	4.98423884e-02	5.84975958e-01	2.07800865e+00	1.99419158e-03	1.63064034e-01	6.76420007e-02
2.41958786e+10	9.96000000e+04	6.57138651e+04	7.90214820e+01	1.82538514e+01	1.50000000e+03	2.95122752e+02	6.74055866e-14	1.81398219e-05	7.78905931e-03	4.96115454e+01	4.59726322e-02	5.89215308e-01	2.08416236e+00	1.78666539e-03	1.61093399e-01	6.68245448e-02
2.41958786e+10	9.96000000e+04	6.60191982e+04	7.99396720e+01	1.83386662e+01	1.50000000e+03	2.94853042e+02	5.80342739e-14	1.63467655e-05	7.53231355e-03	4.95896908e+01	4.18320939e-02	5.93723728e-01	2.09024140e+00	1.58429630e-03	1.59162798e-01	6.60236952e-02
2.41958786e+10	9.96000000e+04	6.63142137e+04	8.08226512e+01	1.84206149e+01	1.50000000e+03	2.94592445e+02	4.89207308e-14	1.46439793e-05	7.27047256e-03	4.95631729e+01	3.76747254e-02	5.98259251e-01	2.09624728e+00	1.38968766e-03	1.57297434e-01	6.52499074e-02
2.41958786e+10	9.96000000e+04	6.66163620e+04	8.17225437e+01	1.85045450e+01	1.50000000e+03	2.94325547e+02	4.01821774e-14	1.30512996e-05	7.00683327e-03	4.95322974e+01	3.35585326e-02	6.02764666e-01	2.10218248e+00	1.19135135e-03	1.55386969e-01	6.44574111e-02
2.41958786e+10	9.96000000e+04	6.69135927e+04	8.26032377e+01	1.85871091e+01	1.50000000e+03	2.94062993e+02	3.13058864e-14	1.14821800e-05	6.72549228e-03	4.94968398e+01	2.92350053e-02	6.07476848e-01	2.10804528e+00	1.00775598e-03	1.53507598e-01	6.36778131e-02
2.41958786e+10	9.96000000e+04	6.72053728e+04	8.34632209e+01	1.86681591e+01	1.50000000e+03	2.93805254e+02	2.33647926e-14	1.00690267e-05	6.44525461e-03	4.94575655e+01	2.51195870e-02	6.11966363e-01	2.11383686e+00	9.05761973e-04	1.51662691e-01	6.29125113e-02
2.41958786e+10	9.96000000e+04	6.75010528e+04	8.43299158e+01	1.87502924e+01	1.50000000e+03	2.93544070e+02	2.08877437e-14	9.27749135e-06	6.27020345e-03	4.94178021e+01	2.28177558e-02	6.14541528e-01	2.11955853e+00	8.02971966e-04	1.49793126e-01	6.21369806e-02
2.41958786e+10	9.96000000e+04	6.78022932e+04	8.52077739e+01	1.88339703e+01	1.50000000e+03	2.93277974e+02	1.84003584e-14	8.53413932e-06	6.11871682e-03	4.93758615e+01	2.04402964e-02	6.17063459e-01	2.12520935e+00	6.98858000e-04	1.47888402e-01	6.13468656e-02
2.41958786e+10	9.96000000e+04	6.81025666e+04	8.60774649e+01	1.89173796e+01	1.50000000e+03	2.93012733e+02	1.58905340e-14	7.80548112e-06	5.96584863e-03	4.93317126e+01	1.79764993e-02	6.19535310e-01	2.13078800e+00	5.95712648e-04	1.45989792e-01	6.05592871e-02
2.41958786e+10	9.96000000e+04	6.84060947e+04	8.69509556e+01	1.90016930e+01	1.50000000e+03	2.92743651e+02	1.34136182e-14	7.09757855e-06	5.80456465e-03	4.92854117e+01	1.54837134e-02	6.21891413e-01	2.13629470e+00	4.92116663e-04	1.44076420e-01	5.97655846e-02
2.41958786e+10	9.96000000e+04	6.87102402e+04	8.78203418e+01	1.90861778e+01	1.50000000e+03	2.92426833e+02	1.09359463e-14	6.39987042e-06	5.62753721e-03	4.92368726e+01	1.29318231e-02	6.24137470e-01	2.14172890e+00	3.89007462e-04	1.42443587e-01	5.90882550e-02
2.41958786e+10	9.96000000e+04	6.90021108e+04	8.86489080e+01	1.91672530e+01	1.50000000e+03	2.92122801e+02	8.47841380e-15	5.71276314e-06	5.42231527e-03	4.91860562e+01	1.03586179e-02	6.26195397e-01	2.14710114e+00	2.90739521e-04	1.40876653e-01	5.84382614e-02
2.41958786e+10	9.96000000e+04	6.93084215e+04	8.95122151e+01	1.92523393e+01	1.50000000e+03	2.91803728e+02	6.14694408e-15	5.06752190e-06	5.19428974e-03	4.91330289e+01	7.86934015e-03	6.27949291e-01	2.15241394e+00	1.88351301e-04	1.39232196e-01	5.77561101e-02
2.41958786e+10	9.96000000e+04	6.96028168e+04	9.03356979e+01	1.93341158e+01	1.50000000e+03	2.91497066e+02	3.72986259e-15	4.41950818e-06	4.92290496e-03	4.90772013e+01	5.26047845e-03	6.29489493e-01	2.15766435e+00	1.24660232e-04	1.37651707e-01	5.71004940e-02
2.41958786e+10	9.96000000e+04	6.99047442e+04	9.11736745e+01	1.94179845e+01	1.50000000e+03	2.91182558e+02	2.26121990e-15	3.96176906e-06	4.61471947e-03	4.90205729e+01	3.62813068e-03	6.29898515e-01	2.16285480e+00	1.10082863e-04	1.36030783e-01	5.64281042e-02
2.41958786e+10	9.96000000e+04	7.02164929e+04	9.20316824e+01	1.95045814e+01	1.50000000e+03	2.90857820e+02	1.99170050e-15	3.72254913e-06	4.30246512e-03	4.89651656e+01	3.23011168e-03	6.29213337e-01	2.16798375e+00	9.51570316e-05	1.34357131e-01	5.57338424e-02
2.41958786e+10	9.96000000e+04	7.05055894e+04	9.28205620e+01	1.95848860e+01	1.50000000e+03	2.90556678e+02	1.71718649e-15	3.51547107e-06	4.03480059e-03	4.89097844e+01	2.84130773e-03	6.28522375e-01	2.17304920e+00	8.14337503e-05	1.32805090e-01	5.50900268e-02
2.41958786e+10	9.96000000e+04	7.08094542e+04	9.36424665e+01	1.96692928e+01	1.50000000e+03	2.90240152e+02	1.46589734e-15	3.34412046e-06	3.81471717e-03	4.88543682e+01	2.48937908e-03	6.27802274e-01	2.17805577e+00	6.71359695e-05	1.31173764e-01	5.44133225e-02
2.41958786e+10	9.96000000e+04	7.11071524e+04	9.44402241e+01	1.97519868e+01	1.50000000e+03	2.89930050e+02	1.20546247e-15	3.18887887e-06	3.61965788e-03	4.87987767e+01	2.12966524e-03	6.27079210e-01	2.18300045e+00	5.32582462e-05	1.29575544e-01	5.37503510e-02
2.41958786e+10	9.96000000e+04	7.14126744e+04	9.52510078e+01	1.98368540e+01	1.50000000e+03	2.89611798e+02	9.53916794e-16	3.04807825e-06	3.44028255e-03	4.87429790e+01	1.78414051e-03	6.26347349e-01	2.18788449e+00	3.91539231e-05	1.27935322e-01	5.30699560e-02
2.41958786e+10	9.96000000e+04	7.17119236e+04	9.60370932e+01	1.99199788e+01	1.50000000e+03	2.89300080e+02	6.99585003e-16	2.91412371e-06	3.26580214e-03	4.86869015e+01	1.43761277e-03	6.25619837e-01	2.19270631e+00	2.54792487e-05	1.26328774e-01	5.24035304e-02
2.41958786e+10	9.96000000e+04	7.20124951e+04	9.68183695e+01	2.00034709e+01	1.49566143e+03	2.88997050e+02	4.54246035e-16	2.78782545e-06	3.09368556e-03	4.86305241e+01	1.10570349e-03	6.24894829e-01	2.19746718e+00	1.18882331e-05	1.24780227e-01	5.19113113e-02
2.41958786e+10	9.96000000e+04	7.23026204e+04	9.75643702e+01	2.00840612e+01	1.39492349e+03	2.88928548e+02	2.11675440e-16	2.66732257e-06	2.92143268e-03	4.85736680e+01	7.82945171e-04	6.24198843e-01	2.20218294e+00	3.03869404e-08	1.24734182e-01	5.56396795e-02
2.41958786e+10	9.96000000e+04	7.26080386e+04	9.83407994e+01	2.01688996e+01	1.28887550e+03	2.88856435e+02	1.05626501e-18	2.57855885e-06	2.77773609e-03	4.85133953e+01	5.45538073e-04	6.23905333e-01	2.20723759e+00	2.72139330e-08	1.24685711e-01	6.01942821e-02
2.41958786e+10	9.96000000e+04	7.29091805e+04	9.90971448e+01	2.02525501e+01	1.18431233e+03	2.88785332e+02	9.44411978e-19	2.52583195e-06	2.64843685e-03	4.84498692e+01	5.82585020e-04	6.23844549e-01	2.21270623e+00	2.41230017e-08	1.24637918e-01	6.54837371e-02
2.41958786e+10	9.96000000e+04	7.32041279e+04	9.98287867e+01	2.03344800e+01	1.08190002e+03	2.88715692e+02	8.35700447e-19	2.48747869e-06	2.54733953e-03	4.83822870e+01	6.27596238e-04	6.24289360e-01	2.21865566e+00	2.11330253e-08	1.24591108e-01	7.16554852e-02
2.41958786e+10	9.96000000e+04	7.35088392e+04	1.00574849e+02	2.04191220e+01	9.76097512e+02	2.88643746e+02	7.30784098e-19	2.46403941e-06	2.47480847e-03	4.83099137e+01	6.81820814e-04	6.25290737e-01	2.22516606e+00	0.00000000e+00	1.24542749e-01	7.93916381e-02
2.41958786e+10	9.96000000e+04	7.38041371e+04	1.01288070e+02	2.05011492e+01	8.73563494e+02	2.88574023e+02	6.47735562e-203	2.45377037e-06	2.42703320e-03	4.82314736e+01	7.51498030e-04	6.26961655e-01	2.23237963e+00	0.00000000e+00	1.24495883e-01	8.86768048e-02
2.41958786e+10	9.96000000e+04	7.41019402e+04	1.01997282e+02	2.05838723e+01	7.70159669e+02	2.88503709e+02	-1.96527893e-199	2.45940164e-06	2.40205923e-03	4.81457078e+01	8.37483289e-04	6.29416905e-01	2.24043718e+00	0.00000000e+00	1.24448620e-01	1.00544620e-01
2.41958786e+10	9.96000000e+04	7.44015002e+04	1.02700183e+02	2.06670834e+01	6.66145767e+02	2.88432979e+02	-9.39572286e-173	2.48066590e-06	2.39809534e-03	4.80505417e+01	9.49641941e-04	6.32849375e-01	2.24957345e+00	0.00000000e+00	1.24401079e-01	1.16199536e-01
2.41958786e+10	9.96000000e+04	7.47168175e+04	1.03428340e+02	2.07546715e+01	5.56660604e+02	2.88358529e+02	2.36608664e-193	2.52056740e-06	2.41614295e-03	4.79429478e+01	1.10038518e-03	6.37549524e-01	2.26013266e+00	0.00000000e+00	1.24351036e-01	1.38997965e-01
2.41958786e+10	9.96000000e+04	7.50172680e+04	1.04110651e+02	2.08381300e+01	4.52337495e+02	2.88287589e+02	1.57081616e-177	2.58676765e-06	2.46060256e-03	4.78172471e+01	1.32394413e-03	6.44065873e-01	2.27276413e+00	0.00000000e+00	1.24303353e-01	1.70989631e-01
2.41958786e+10	9.96000000e+04	7.53046064e+04	1.04752362e+02	2.09179462e+01	3.52567236e+02	2.88219746e+02	-3.12450537e-168	2.68885371e-06	2.54004409e-03	4.76661513e+01	1.64443950e-03	6.53120971e-01	2.28830347e+00	0.00000000e+00	1.24257751e-01	2.19296176e-01
2.41958786e+10	9.96000000e+04	7.56051725e+04	1.05411971e+02	2.10014368e+01	2.50000000e+02	2.88150000e+02	-3.36078622e-172	2.84638440e-06	2.66840153e-03	4.74768053e+01	2.14054923e-03	6.65971553e-01	2.30823361e+00	0.00000000e+00	1.24182110e-01	3.09078324e-01
2.41958786e+10	9.96000000e+04	7.59115367e+04	1.06071705e+02	2.10865380e+01	2.50000000e+02	2.88150000e+02	-5.36951544e-151	3.11776756e-06	2.88039310e-03	4.72166395e+01	3.09031640e-03	6.85783691e-01	2.33632447e+00	0.00000000e+00	1.22478691e-01	3.04838665e-01
2.41958786e+10	9.96000000e+04	7.62010800e+04	1.06683196e+02	2.11669667e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.30731743e-06	3.12315498e-03	4.69563454e+01	3.10286479e-03	7.05751094e-01	2.36403027e+00	0.00000000e+00	1.20868798e-01	3.00831783e-01
2.41958786e+10	9.96000000e+04	7.65085101e+04	1.07319322e+02	2.12523639e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.46741588e-06	3.33453661e-03	4.66967110e+01	3.09620367e-03	7.25088505e-01	2.39137215e+00	0.00000000e+00	1.19159453e-01	2.96577372e-01
2.41958786e+10	9.96000000e+04	7.68129079e+04	1.07935472e+02	2.13369189e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.59577304e-06	3.50233118e-03	4.64379151e+01	3.07201318e-03	7.43821884e-01	2.41832765e+00	0.00000000e+00	1.17466967e-01	2.92364925e-01
2.41958786e+10	9.96000000e+04	7.71264330e+04	1.08555452e+02	2.14240092e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.69620130e-06	3.62795172e-03	4.61800924e+01	3.03801378e-03	7.61978050e-01	2.44490056e+00	0.00000000e+00	1.15723733e-01	2.88026168e-01
2.41958786e+10	9.96000000e+04	7.74160122e+04	1.09114524e+02	2.15044478e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.77328019e-06	3.71717032e-03	4.59233547e+01	2.99588608e-03	7.79566202e-01	2.47107941e+00	0.00000000e+00	1.14113641e-01	2.84018791e-01
2.41958786e+10	9.96000000e+04	7.77212271e+04	1.09689324e+02	2.15892297e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.83223584e-06	3.77701100e-03	4.56677680e+01	2.95294718e-03	7.96625794e-01	2.49689430e+00	0.00000000e+00	1.12416612e-01	2.79795036e-01
2.41958786e+10	9.96000000e+04	7.80095958e+04	1.10218424e+02	2.16693322e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.87640065e-06	3.81371188e-03	4.54134033e+01	2.90512770e-03	8.13155808e-01	2.52232559e+00	0.00000000e+00	1.10813250e-01	2.75804409e-01
2.41958786e+10	9.96000000e+04	7.83116604e+04	1.10757730e+02	2.17532390e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.90947571e-06	3.83254108e-03	4.51602999e+01	2.85830555e-03	8.29184200e-01	2.54739443e+00	0.00000000e+00	1.09133737e-01	2.71624249e-01
2.41958786e+10	9.96000000e+04	7.86026275e+04	1.11262441e+02	2.18340632e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.93344885e-06	3.83752342e-03	4.49085042e+01	2.80881056e-03	8.44709664e-01	2.57208363e+00	0.00000000e+00	1.07515928e-01	2.67597665e-01
2.41958786e+10	9.96000000e+04	7.89056334e+04	1.11772249e+02	2.19182315e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.95060781e-06	3.83178521e-03	4.46580416e+01	2.76074869e-03	8.59753372e-01	2.59640712e+00	0.00000000e+00	1.05831181e-01	2.63404479e-01
2.41958786e+10	9.96000000e+04	7.92252108e+04	1.12292077e+02	2.20070030e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.96204572e-06	3.81758212e-03	4.44089451e+01	2.71109905e-03	8.74314544e-01	2.62034978e+00	0.00000000e+00	1.04087927e-01	2.59065674e-01
2.41958786e+10	9.96000000e+04	7.95177233e+04	1.12751437e+02	2.20882565e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.96873555e-06	3.79645794e-03	4.41612453e+01	2.66025168e-03	8.88391038e-01	2.64389827e+00	0.00000000e+00	1.02851749e-01	2.55988935e-01
2.41958786e+10	9.96000000e+04	7.98175694e+04	1.13205637e+02	2.21715471e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.97207221e-06	3.77159695e-03	4.39148961e+01	2.62314019e-03	9.02086401e-01	2.66716614e+00	0.00000000e+00	1.01584578e-01	2.52835058e-01
2.41958786e+10	9.96000000e+04	8.01084977e+04	1.13629855e+02	2.22523605e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.97157339e-06	3.74513941e-03	4.36698961e+01	2.58595610e-03	9.15411894e-01	2.69014634e+00	0.00000000e+00	1.00355094e-01	2.49774982e-01
2.41958786e+10	9.96000000e+04	8.04151835e+04	1.14059121e+02	2.23375510e+01	2.50000000e+02	2.88150000e+02	0.00000000e+00	3.96796028e-06	3.71778085e-03	4.34262441e+01	2.55039409e-03	9.28380476e-01	2.71284743e+00	0.00000000e+00	9.90590185e-02	2.46549164e-01
